ID,Genero,Edad,Profesion,Experiencia laboral,Gastoscore,Family_Size,Generacion,Ingresos anuales brutos,Provincia,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente
CLI68,1.0,0.17948717948717952,0.625,0.5,1.0,0.125,1.0,0.12008307900983384,0.8163265306122448,0.02559552248993243,0.0,0.0,0.9894736842105262
CLI69,1.0,0.1282051282051282,0.0,1.0,0.5,0.375,1.0,0.1286792132926416,0.36734693877551017,0.06955156644597638,0.0,0.0,0.2736842105263158
CLI70,1.0,0.5512820512820513,0.0,0.0,1.0,0.375,0.3333333333333333,0.2573499491353001,0.4081632653061224,0.032011466794075495,0.0,0.0,0.008771929824561403
CLI71,0.0,0.2948717948717948,0.125,0.0,0.0,0.125,1.0,0.6353255340793489,0.7551020408163265,0.01774622892635315,0.11764705882352944,0.0,0.2947368421052632
CLI72,1.0,0.1282051282051282,0.375,1.0,0.5,0.125,1.0,0.07641573414716854,0.04081632653061224,0.08525015357313495,0.0,0.0,0.7385964912280701
CLI73,0.0,0.46153846153846156,0.875,0.0,1.0,0.125,0.3333333333333333,0.9654035266191929,0.5306122448979591,0.006620708484062529,0.11764705882352944,1.0,0.5210526315789473
CLI74,0.0,0.41025641025641024,0.0,0.0,1.0,0.5,0.3333333333333333,0.29784672770430654,0.16326530612244897,0.018633540372670808,0.0,0.0,0.6
CLI75,0.0,0.20512820512820512,0.375,0.5,0.5,0.375,1.0,0.0889454052221092,0.26530612244897955,0.09937888198757766,0.0,0.0,0.32456140350877194
CLI76,1.0,0.5384615384615384,0.0,0.0,1.0,0.375,0.3333333333333333,0.40197524584604954,0.8775510204081632,0.05201010169954271,0.29411764705882354,0.0,0.3385964912280702
CLI77,0.0,0.20512820512820512,0.125,0.5,0.5,0.25,1.0,0.10887589013224822,0.5510204081632653,0.011466794075489735,0.0,0.0,0.2017543859649123
CLI78,0.0,0.2564102564102564,0.625,0.5,0.5,0.125,1.0,0.7751356391997288,0.836734693877551,0.07897071872227154,0.11764705882352944,1.0,0.3842105263157895
CLI79,1.0,0.46153846153846156,0.0,0.0,0.5,0.25,0.3333333333333333,0.14156493726687014,0.3469387755102041,0.0413623643437308,0.0,1.0,0.6333333333333333
CLI80,1.0,0.3846153846153846,0.5,0.0,1.0,0.125,0.3333333333333333,0.508833502882333,0.04081632653061224,0.0039587741451095546,0.11764705882352944,0.0,0.029824561403508774
CLI81,0.0,0.4358974358974359,1.0,0.0,0.5,0.0,0.3333333333333333,0.23795354357409293,0.2040816326530612,0.04668623302163675,0.11764705882352944,0.0,0.4929824561403509
CLI82,1.0,0.16666666666666669,0.375,0.5,0.5,0.375,1.0,0.059994913530010185,0.24489795918367346,0.08525015357313495,0.0,0.0,0.5438596491228069
CLI83,0.0,0.11538461538461542,0.375,1.0,0.5,0.25,1.0,0.09363343506273314,0.1020408163265306,0.14715719063545155,0.0,1.0,0.33333333333333337
CLI84,1.0,0.6282051282051282,0.0,0.0,0.5,0.0,0.3333333333333333,0.2999576127500848,0.4693877551020408,0.010647737355811891,0.11764705882352944,0.0,0.9105263157894736
CLI85,1.0,0.2435897435897436,0.875,0.5,1.0,0.375,1.0,0.09709223465581554,0.18367346938775508,0.0475735444679544,0.0,0.0,0.8456140350877193
CLI86,0.0,0.01282051282051283,0.75,1.0,0.5,0.25,0.6666666666666666,0.020328925059342154,0.4693877551020408,0.08122312470138557,0.0,0.0,0.2
CLI87,1.0,0.1923076923076923,0.375,0.5,0.5,0.5,1.0,0.16010512037978974,0.14285714285714285,0.09152958842399839,0.0,0.0,0.49824561403508777
CLI88,1.0,0.47435897435897434,0.0,0.0,1.0,0.25,0.3333333333333333,0.22312648355374703,0.18367346938775508,0.01999863490546721,0.0,0.0,0.37719298245614036
CLI89,0.0,0.2564102564102564,0.0,0.5,0.5,0.125,1.0,0.11827738216344524,0.3061224489795918,0.10251859941300936,0.0,0.0,0.3894736842105263
CLI90,0.0,0.33333333333333337,0.875,0.0,0.5,0.25,0.3333333333333333,0.10413699559172601,0.26530612244897955,0.017336700566514235,0.0,0.0,0.7157894736842105
CLI91,1.0,0.3076923076923077,0.625,0.0,1.0,0.125,0.3333333333333333,0.8330027127839945,0.5510204081632653,0.09152958842399839,0.5294117647058822,1.0,0.5017543859649123
CLI92,1.0,0.2948717948717948,0.875,0.0,0.5,0.25,1.0,0.23852153272295695,0.36734693877551017,0.08995972971128252,0.0,0.0,0.46140350877192987
CLI93,0.0,0.41025641025641024,0.0,0.0,1.0,0.375,0.3333333333333333,0.8220583248558835,0.7142857142857142,0.0413623643437308,0.29411764705882354,0.0,0.1385964912280702
CLI94,0.0,0.6025641025641025,0.0,0.0,0.0,0.125,0.3333333333333333,0.5028738555442522,0.5918367346938775,0.06402293358815098,0.11764705882352944,0.0,0.7736842105263158
CLI95,1.0,0.1923076923076923,0.875,0.5,0.5,0.125,1.0,0.15456934554086132,0.24489795918367346,0.10094874070029353,0.0,0.0,0.02456140350877193
CLI96,1.0,0.5256410256410257,0.0,0.0,0.5,0.0,0.3333333333333333,0.30478128179043745,0.9795918367346939,0.058699064910245034,0.0,0.0,0.4578947368421053
CLI97,1.0,0.5641025641025641,0.0,0.0,1.0,0.0,0.3333333333333333,0.1215412004069176,0.9591836734693877,0.0026619343389529745,0.0,0.0,0.4701754385964912
CLI98,0.0,0.28205128205128205,0.0,0.0,0.5,0.0,1.0,0.41364869447270264,0.12244897959183673,0.08682001228585082,0.11764705882352944,0.0,0.5280701754385965
CLI99,1.0,0.6282051282051282,0.0,0.0,0.0,0.125,0.3333333333333333,0.9115123770769753,0.7755102040816326,0.04265920414988739,0.11764705882352944,0.0,0.8263157894736842
CLI100,1.0,0.5641025641025641,0.625,0.0,1.0,0.125,0.3333333333333333,0.7440742624618515,0.04081632653061224,0.033308306600232075,0.11764705882352944,1.0,0.5789473684210525
CLI101,1.0,0.16666666666666669,0.5,0.5,1.0,0.25,1.0,0.11874364191251272,0.9183673469387754,0.04129410961709099,0.0,1.0,0.21403508771929824
CLI102,1.0,0.5897435897435898,0.0,0.0,1.0,0.375,0.3333333333333333,0.8399796541200408,0.9795918367346939,0.07071189679885334,0.29411764705882354,0.0,0.03684210526315789
CLI103,1.0,0.7051282051282051,0.25,0.0,0.0,0.75,0.3333333333333333,0.1401152933197694,0.08163265306122448,0.0626578390553546,0.0,1.0,0.19649122807017544
CLI104,1.0,0.47435897435897434,0.0,0.0,0.5,0.25,0.3333333333333333,0.5799423533401153,0.836734693877551,0.061360999249198016,0.0,1.0,0.2807017543859649
CLI105,1.0,0.28205128205128205,0.25,0.0,0.0,0.5,1.0,0.7145557816208885,0.42857142857142855,0.03344481605351172,0.0,1.0,0.5701754385964912
CLI106,0.0,0.2435897435897436,0.375,0.5,0.5,0.125,1.0,0.07002373685995253,0.4693877551020408,0.027165381202648282,0.0,0.0,0.28771929824561404
CLI107,1.0,0.0,0.625,1.0,0.5,0.125,0.6666666666666666,0.038869108172261774,0.24489795918367346,0.07651354856323803,0.0,0.0,0.5596491228070175
CLI108,1.0,0.16666666666666669,0.125,0.5,0.5,0.125,1.0,0.1326890471346219,0.5918367346938775,0.02402566377721658,0.0,0.0,0.6771929824561403
CLI109,1.0,0.9615384615384615,1.0,0.0,0.5,0.0,0.0,0.6145642590708715,0.9795918367346939,0.04265920414988739,0.5294117647058822,0.0,0.04035087719298245
CLI110,0.0,0.01282051282051283,0.375,1.0,0.5,0.5,0.6666666666666666,0.09516785350966431,0.6326530612244897,0.13063954678861514,0.0,0.0,0.687719298245614
CLI111,1.0,0.10256410256410259,0.375,1.0,0.5,0.25,1.0,0.09548999660902002,0.3469387755102041,0.14244761449730395,0.0,1.0,0.37894736842105264
CLI112,1.0,0.5769230769230769,0.875,0.0,0.5,0.375,0.3333333333333333,0.0999237029501526,0.6938775510204082,0.08006279434850866,0.0,0.0,0.9263157894736842
CLI113,0.0,0.2948717948717948,0.0,0.0,0.5,0.0,1.0,0.15933367243133267,0.7755102040816326,0.08838987099856666,0.0,0.0,0.7701754385964912
CLI114,0.0,0.4487179487179487,0.625,0.0,0.5,0.0,0.3333333333333333,0.42336385215327227,0.22448979591836732,0.009282642823015497,0.11764705882352944,0.0,0.3157894736842105
CLI115,1.0,0.41025641025641024,0.0,0.0,0.5,0.0,0.3333333333333333,0.8057392336385216,0.7346938775510203,0.05603713057129207,0.11764705882352944,0.0,0.6087719298245614
CLI116,1.0,0.34615384615384615,0.25,0.0,0.0,0.25,0.3333333333333333,0.5888521532722957,0.9795918367346939,0.022660569244420184,0.29411764705882354,0.0,0.5122807017543859
CLI117,1.0,0.2564102564102564,0.25,0.5,1.0,0.375,1.0,0.5998813157002374,0.36734693877551017,0.09152958842399839,0.0,0.0,0.5578947368421052
CLI118,1.0,0.8717948717948718,1.0,0.0,0.5,0.0,0.0,0.7363258731773483,0.9999999999999999,0.026687598116169546,0.5294117647058822,0.0,0.7947368421052631
CLI119,1.0,0.2564102564102564,0.0,0.5,0.5,0.125,1.0,0.5245167853509665,0.22448979591836732,0.020885946351784868,0.11764705882352944,0.0,0.7771929824561403
CLI120,1.0,0.1282051282051282,1.0,1.0,0.5,0.75,1.0,0.10806205493387588,0.4693877551020408,0.01774622892635315,0.0,1.0,0.507017543859649
CLI121,0.0,0.2692307692307693,0.0,0.5,0.0,0.125,1.0,0.7641488640217022,0.3877551020408163,0.06013241416968126,0.11764705882352944,1.0,0.6140350877192982
CLI122,1.0,0.39743589743589747,0.25,0.0,0.0,0.25,0.3333333333333333,0.6510088165479824,0.9591836734693877,0.027984437922326126,0.29411764705882354,0.0,0.5561403508771929
CLI123,1.0,0.5256410256410257,0.25,0.0,0.0,0.375,0.3333333333333333,0.4485164462529671,0.8571428571428571,0.04265920414988739,0.0,0.0,0.24561403508771928
CLI124,0.0,0.41025641025641024,0.5,0.0,1.0,0.375,0.3333333333333333,0.676305527297389,0.9795918367346939,0.0026619343389529745,0.0,0.0,0.7543859649122807
CLI125,0.0,0.14102564102564102,0.375,1.0,0.5,0.25,1.0,0.1663021363173957,0.6938775510204082,0.01931608763906901,0.0,0.0,0.7596491228070175
CLI126,1.0,0.2948717948717948,0.875,0.0,0.5,0.125,1.0,0.3134876229230248,0.5102040816326531,0.01931608763906901,0.0,1.0,0.3263157894736842
CLI127,0.0,0.1282051282051282,0.75,1.0,0.5,0.125,1.0,0.11196168192607664,0.32653061224489793,0.04600368575523856,0.0,0.0,0.7824561403508772
CLI128,0.0,0.33333333333333337,0.5,0.0,0.5,0.0,0.3333333333333333,0.2136656493726687,0.2040816326530612,0.05999590471640163,0.0,0.0,0.6666666666666666
CLI129,1.0,0.7564102564102564,0.0,0.0,1.0,0.125,0.0,0.5439047134621906,0.8775510204081632,0.007985803016858924,0.11764705882352944,1.0,0.5964912280701754
CLI130,0.0,0.14102564102564102,0.5,1.0,0.5,0.125,1.0,0.12205832485588336,0.673469387755102,0.03187495734079585,0.0,0.0,0.3017543859649123
CLI131,1.0,0.2435897435897436,0.875,0.5,0.5,0.5,1.0,0.07478806375042388,0.9999999999999999,0.08525015357313495,0.0,0.0,0.23157894736842105
CLI132,1.0,0.2948717948717948,0.25,0.0,0.0,0.5,1.0,0.7671922685656154,0.9795918367346939,0.02402566377721658,0.0,0.0,0.34035087719298246
CLI133,0.0,0.717948717948718,1.0,0.0,0.0,0.125,0.3333333333333333,0.9739148864021703,0.8979591836734693,0.014674766227561267,0.11764705882352944,0.0,0.07017543859649122
CLI134,1.0,0.0,0.375,1.0,0.5,0.375,0.6666666666666666,0.034867751780264494,0.7346938775510203,0.9228721588970037,0.0,0.0,0.763157894736842
CLI135,1.0,0.39743589743589747,0.0,0.0,0.5,0.0,0.3333333333333333,0.34271787046456426,0.32653061224489793,0.005323868677905949,0.11764705882352944,0.0,0.7491228070175439
CLI136,0.0,0.4487179487179487,0.5,0.0,0.0,0.125,0.3333333333333333,0.9457104103085792,0.9387755102040816,0.02532250358337316,0.11764705882352944,0.0,0.7684210526315789
CLI137,1.0,0.16666666666666669,0.25,0.5,0.5,0.5,1.0,0.06546286876907426,0.26530612244897955,0.07269128387140811,0.0,1.0,0.1456140350877193
CLI138,0.0,0.3205128205128205,0.0,0.0,0.5,0.125,0.3333333333333333,0.6881993896236012,0.9591836734693877,0.07426114258412395,0.5294117647058822,0.0,0.10526315789473684
CLI139,0.0,0.2948717948717948,0.0,0.0,0.5,0.375,1.0,0.27165988470668023,0.3877551020408163,0.08838987099856666,0.0,1.0,0.37894736842105264
CLI140,0.0,0.15384615384615385,0.75,0.5,0.5,0.375,1.0,0.0541709053916582,0.6122448979591836,0.06641184902054467,0.0,0.0,0.04035087719298245
CLI141,0.0,0.2692307692307693,0.0,0.5,0.5,0.375,1.0,0.122558494404883,0.5306122448979591,0.03344481605351172,0.0,0.0,0.0649122807017544
CLI142,0.0,0.2948717948717948,0.5,0.0,1.0,0.125,1.0,0.08713123092573755,0.4081632653061224,0.07897071872227154,0.0,0.0,0.24561403508771928
CLI143,0.0,0.42307692307692313,0.0,0.0,1.0,0.5,0.3333333333333333,0.8592573753814854,0.6938775510204082,0.010647737355811891,0.0,0.0,0.03333333333333333
CLI144,0.0,0.1923076923076923,0.625,0.5,0.5,0.25,1.0,0.1149966090200068,0.673469387755102,0.06955156644597638,0.0,0.0,0.8228070175438597
CLI145,1.0,0.846153846153846,1.0,0.0,0.5,0.0,0.0,0.49487962021024073,0.4897959183673469,0.023957409050576764,0.0,0.0,0.39473684210526316
CLI146,0.0,0.34615384615384615,0.5,0.0,1.0,0.5,0.3333333333333333,0.0843251949813496,0.5102040816326531,0.0,0.0,0.0,0.9929824561403507
CLI147,1.0,0.15384615384615385,0.75,0.5,0.5,0.5,1.0,0.13961512377076976,0.42857142857142855,0.08054057743498738,0.0,0.0,0.9368421052631578
CLI148,0.0,0.14102564102564102,0.5,1.0,1.0,0.125,1.0,0.08699559172600882,0.32653061224489793,0.09466930584943009,0.0,1.0,0.3824561403508772
CLI149,1.0,0.8717948717948718,1.0,0.0,0.5,0.0,0.0,0.9573669040352664,0.3061224489795918,0.018633540372670808,0.11764705882352944,0.0,0.7228070175438596
CLI150,0.0,0.14102564102564102,0.375,1.0,0.5,0.375,1.0,0.06456425907087149,0.061224489795918366,0.05542283803153369,0.0,1.0,0.5807017543859648
CLI151,1.0,0.7435897435897436,0.0,0.0,1.0,0.25,0.3333333333333333,0.6368853848762293,0.6326530612244897,0.022660569244420184,0.29411764705882354,0.0,0.43157894736842106
CLI152,1.0,0.6923076923076923,1.0,0.0,0.0,1.0,0.3333333333333333,0.5112665310274669,0.836734693877551,0.03597024093918504,0.0,1.0,0.5842105263157894
CLI153,0.0,0.11538461538461542,0.5,1.0,0.5,0.0,1.0,0.15771447948457107,0.6326530612244897,0.16360657975564807,0.0,1.0,0.256140350877193
CLI154,0.0,0.41025641025641024,0.5,0.0,1.0,0.125,0.3333333333333333,0.4653187521193625,0.32653061224489793,0.05064500716674631,0.11764705882352944,1.0,0.243859649122807
CLI155,0.0,0.34615384615384615,0.0,0.0,1.0,0.125,0.3333333333333333,0.6168701254662599,0.8979591836734693,0.07869769981571226,0.11764705882352944,0.0,0.7842105263157895
CLI156,0.0,0.1282051282051282,0.375,1.0,0.5,0.375,1.0,0.057180400135639214,0.7346938775510203,0.07740086000955568,0.0,0.0,0.11754385964912281
CLI157,0.0,0.3846153846153846,0.75,0.0,0.5,0.375,0.3333333333333333,0.4385469650729061,0.3469387755102041,0.06934680226605694,0.29411764705882354,0.0,0.16842105263157894
CLI158,1.0,0.8205128205128205,0.25,0.0,0.5,0.0,0.0,0.35346727704306546,0.7551020408163265,0.027984437922326126,0.0,0.0,0.4017543859649123
CLI159,0.0,0.34615384615384615,0.0,0.0,1.0,0.375,0.3333333333333333,0.07937436419125127,0.26530612244897955,0.06402293358815098,0.0,0.0,0.9456140350877192
CLI160,0.0,0.846153846153846,1.0,0.0,0.0,0.125,0.0,0.272371990505256,0.5714285714285714,0.0,0.11764705882352944,1.0,0.47543859649122805
CLI161,1.0,0.2435897435897436,0.0,0.5,1.0,0.25,1.0,0.1391488640217023,0.26530612244897955,0.10251859941300936,0.0,1.0,0.21403508771929824
